Times,XT_Channel_1,XT_Channel_2,XT_Channel_3,XT_Channel_4,XT_Channel_5,XT_Channel_6,XT_Channel_7,XT_Channel_8,XT_Channel_9,XT_Channel_10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0005,0.00107,0.00025,0.00016,-0.00087,-0.0006,0.00123,0.00097,0.00021,-0.00084,-0.00101
0.001,0.00212,0.00034,-0.00054,-0.00142,-0.00073,-0.00038,0.00029,0.00026,-0.00077,-0.00068
0.0015,0.00329,-0.00027,4e-05,-0.00213,-0.00142,-0.00191,0.00095,-0.00113,0.00048,-0.00016
0.002,0.00289,-0.00023,0.00055,-0.00221,-0.00193,-0.00045,-8e-05,-0.00247,0.00114,0.00061
0.0025,0.0013,2e-05,0.00047,-0.00228,-0.00267,-0.00247,-0.00182,-0.00078,0.00136,0.0016
0.003,0.00198,-0.00021,-0.00022,-0.00231,-0.00219,-0.00179,-0.00209,-0.0,0.00205,0.00178
0.0035,0.00139,3e-05,-0.00039,-0.00182,-0.00247,-0.00066,-0.00323,-0.00095,0.00151,0.00255
0.004,0.00118,2e-05,0.00068,-0.00098,-0.00323,-0.0003,-0.00392,-0.00045,0.00153,0.00307
0.0045,0.00267,-0.00018,0.00034,-0.00023,-0.00324,0.00148,-0.00409,0.00084,0.00062,0.00272
0.005,0.00379,0.00037,-0.0003,-0.0003,-0.00245,0.00259,-0.00562,0.00164,0.00142,0.00297
0.0055,0.0043,0.00011,-0.00128,-0.0004,-0.00321,0.003,-0.00743,0.00166,0.00176,0.00288
0.006,0.0041,0.00032,-0.00129,-0.00114,-0.00304,0.00149,-0.00601,4e-05,0.00063,0.00378
0.0065,0.00361,0.0,-0.00056,-0.00026,-0.00224,0.00106,-0.00567,0.00156,0.00105,0.00307
0.007,0.00449,-0.00033,-0.00023,-0.00118,-0.00141,0.00051,-0.0071,0.00044,0.002,0.00335
0.0075,0.00546,-0.00011,-0.0003,-0.0019,-0.0017,0.00309,-0.00668,0.0011,0.00152,0.00278
0.008,0.00558,0.00035,0.00041,-0.00247,-0.00188,0.00231,-0.00745,0.00162,0.00263,0.00244
0.0085,0.00647,-1e-05,0.0009,-0.00261,-0.00202,0.00301,-0.00744,0.00137,0.00293,0.00181
0.009,0.00644,0.00021,0.00045,-0.0018,-0.00192,0.00453,-0.0093,0.0011,0.00287,0.00127
0.0095,0.00553,0.00082,0.00131,-0.00269,-0.00199,0.00707,-0.00861,0.0024,0.00417,0.00071
0.01,0.00549,0.00133,0.00117,-0.00234,-0.00238,0.00963,-0.0089,0.00262,0.00373,0.00053
0.0105,0.00694,0.0007,0.00174,-0.00206,-0.00188,0.01096,-0.01022,0.00425,0.00361,0.0003
0.011,0.00743,0.00097,0.00243,-0.00225,-0.00176,0.01046,-0.00972,0.00462,0.00371,-0.00038
0.0115,0.00598,0.0008,0.00257,-0.00225,-0.00152,0.01114,-0.01099,0.00592,0.00254,-0.00118
0.012,0.00643,0.00136,0.00239,-0.00272,-0.0017,0.01009,-0.00991,0.00563,0.00335,-0.00169
0.0125,0.00696,0.00143,0.00172,-0.00321,-0.00124,0.01151,-0.01048,0.00618,0.00443,-0.00196
0.013,0.00796,0.00086,0.00281,-0.00267,-0.00051,0.01129,-0.00972,0.00691,0.00343,-0.00111
0.0135,0.00709,0.0011,0.00176,-0.00325,3e-05,0.01087,-0.00918,0.00734,0.00223,-0.00136
0.014,0.00761,0.00056,0.00128,-0.00313,0.00061,0.01305,-0.00779,0.00584,0.0026,-0.0005
0.0145,0.0085,0.00016,0.00054,-0.0036,-0.00013,0.01369,-0.00953,0.00484,0.00369,-0.00103
0.015,0.00703,9e-05,0.00102,-0.00419,-0.00059,0.01261,-0.00845,0.00595,0.00316,-0.00107
0.0155,0.0079,-0.00039,0.00126,-0.00442,-0.00023,0.01022,-0.00882,0.00501,0.00244,-0.00158
0.016,0.00905,0.00021,0.00156,-0.00387,-0.00091,0.00769,-0.00925,0.00611,0.00258,-0.00091
0.0165,0.00802,-0.00022,0.0013,-0.00465,-0.00096,0.00727,-0.01039,0.00442,0.00191,-0.00026
0.017,0.00667,5e-05,0.00066,-0.00497,-0.00032,0.00744,-0.01015,0.00607,0.00168,-0.001
0.0175,0.00609,-0.00011,0.00163,-0.00535,-0.00097,0.0071,-0.00826,0.00584,0.00133,-0.00114
0.018,0.00494,-0.00036,0.00064,-0.00507,-0.00081,0.00814,-0.00947,0.00465,0.00229,-0.00147
0.0185,0.00458,-0.00025,0.0004,-0.00495,-0.00133,0.00923,-0.01066,0.00482,0.00344,-0.00073
0.019,0.00493,-0.00083,0.00077,-0.00461,-0.00215,0.00971,-0.01252,0.00613,0.00331,-0.00154
0.0195,0.00431,-0.0014,0.00052,-0.00409,-0.00264,0.01072,-0.01308,0.00732,0.00324,-0.00205
0.02,0.00572,-0.00169,0.00101,-0.0045,-0.00286,0.0122,-0.01486,0.00877,0.00416,-0.00257
0.0205,0.00489,-0.00119,0.00146,-0.00384,-0.0034,0.01378,-0.01403,0.00978,0.00331,-0.00217
0.021,0.0056,-0.00059,0.00249,-0.0037,-0.00385,0.01325,-0.01401,0.01037,0.00244,-0.0031
0.0215,0.00556,-0.00083,0.0035,-0.00335,-0.00411,0.01218,-0.01568,0.0101,0.00229,-0.00319
0.022,0.00662,-0.00123,0.00309,-0.00284,-0.00462,0.01129,-0.01655,0.0093,0.00322,-0.00265
0.0225,0.00641,-0.00142,0.00419,-0.00222,-0.00385,0.00961,-0.01526,0.01089,0.00297,-0.00342
0.023,0.00563,-0.00175,0.00311,-0.00174,-0.00419,0.00879,-0.01456,0.01045,0.00178,-0.00389
0.0235,0.00719,-0.00137,0.00351,-0.00181,-0.00356,0.01017,-0.01392,0.01004,0.001,-0.00436
0.024,0.00779,-0.00147,0.00362,-0.00195,-0.00369,0.00888,-0.01566,0.01028,0.00052,-0.00495
0.0245,0.00728,-0.00195,0.0032,-0.00274,-0.0036,0.01129,-0.01657,0.00982,0.00179,-0.00492
0.025,0.00641,-0.00257,0.00393,-0.00331,-0.0037,0.00912,-0.01468,0.0095,0.00099,-0.00556
0.0255,0.00647,-0.0025,0.00465,-0.00413,-0.0029,0.01045,-0.01622,0.01116,0.00108,-0.00456
0.026,0.00512,-0.0023,0.00546,-0.00415,-0.0037,0.00918,-0.01766,0.0116,4e-05,-0.00487
0.0265,0.00392,-0.00225,0.00461,-0.00344,-0.00375,0.00995,-0.01667,0.01287,0.00052,-0.00421
0.027,0.0026,-0.00162,0.00447,-0.00304,-0.00371,0.00842,-0.01834,0.0112,0.00146,-0.00478
0.0275,0.00125,-0.00104,0.0039,-0.00215,-0.00362,0.00652,-0.01648,0.0122,0.002,-0.00456
0.028,0.00082,-0.00105,0.00315,-0.00153,-0.00317,0.00588,-0.01476,0.0118,0.00207,-0.00404
0.0285,-1e-05,-0.00114,0.00339,-0.00212,-0.00313,0.00511,-0.01458,0.01222,0.003,-0.00344
0.029,0.00044,-0.00121,0.0029,-0.00224,-0.00305,0.00648,-0.01624,0.01335,0.00294,-0.00275
0.0295,-0.00033,-0.00131,0.00326,-0.00228,-0.00307,0.00732,-0.01736,0.01293,0.00248,-0.00298
0.03,-0.00142,-0.00152,0.003,-0.00296,-0.00263,0.00997,-0.01899,0.01236,0.00144,-0.00212
0.0305,-0.00044,-0.00124,0.00362,-0.00287,-0.00244,0.00998,-0.01941,0.0125,0.00034,-0.00183
0.031,0.00104,-0.00125,0.00463,-0.00227,-0.00195,0.01113,-0.0186,0.01197,0.00096,-0.00165
0.0315,0.00176,-0.00175,0.00523,-0.00308,-0.00189,0.01364,-0.01902,0.01158,0.0005,-0.0018
0.032,0.00323,-0.00209,0.00519,-0.00401,-0.00162,0.01597,-0.01998,0.01274,-0.00074,-0.00146
0.0325,0.00315,-0.00271,0.00594,-0.00333,-0.00226,0.01538,-0.02024,0.01102,-0.00129,-0.00172
0.033,0.00364,-0.00285,0.00631,-0.00353,-0.00201,0.01638,-0.01933,0.0097,-0.00165,-0.00252
0.0335,0.00228,-0.00253,0.00572,-0.00439,-0.00243,0.01374,-0.01762,0.01138,-0.00201,-0.00151
0.034,0.00367,-0.00248,0.00613,-0.00475,-0.00223,0.01113,-0.01747,0.01178,-0.00279,-0.00188
0.0345,0.00227,-0.00193,0.00616,-0.00544,-0.00217,0.01224,-0.01851,0.0115,-0.00205,-0.00273
0.035,0.00144,-0.00178,0.00649,-0.00569,-0.00229,0.01477,-0.02036,0.0098,-0.0008,-0.00256
0.0355,0.00032,-0.00189,0.00564,-0.00591,-0.00268,0.01227,-0.02147,0.01111,-0.00186,-0.00255
0.036,0.00143,-0.00161,0.00498,-0.00637,-0.00207,0.01039,-0.02247,0.01145,-0.00251,-0.00321
0.0365,0.00244,-0.00127,0.00554,-0.00716,-0.0024,0.00964,-0.02056,0.01282,-0.00269,-0.00357
0.037,0.00131,-0.00166,0.00531,-0.00676,-0.00222,0.00747,-0.02215,0.01197,-0.0036,-0.00324
0.0375,0.00051,-0.00194,0.00519,-0.00691,-0.00161,0.00769,-0.022,0.01242,-0.0027,-0.00272
0.038,-0.00086,-0.00151,0.00537,-0.00704,-0.00156,0.0073,-0.02199,0.01327,-0.00159,-0.00221
0.0385,0.00052,-0.00115,0.00645,-0.00671,-0.00101,0.00672,-0.02268,0.01181,-0.00109,-0.00196
0.039,0.00063,-0.00102,0.00751,-0.00677,-0.00175,0.00444,-0.0245,0.01022,-0.00065,-0.00107
0.0395,0.00012,-0.00095,0.00682,-0.00689,-0.00216,0.00494,-0.02337,0.01002,-0.00014,-0.00067
0.04,-0.00084,-0.00143,0.00634,-0.00694,-0.00245,0.00527,-0.02496,0.01044,-0.00079,-0.00031
0.0405,-0.00143,-0.0019,0.00623,-0.00678,-0.00163,0.0026,-0.024,0.00964,-0.00186,-0.00102
0.041,-0.00205,-0.00252,0.00733,-0.00763,-0.00092,0.00032,-0.02436,0.01061,-0.00263,-0.00079
0.0415,-0.00054,-0.00271,0.00625,-0.0081,-0.0008,-0.00096,-0.02504,0.00958,-0.00197,-0.0005
0.042,-0.00045,-0.00301,0.00668,-0.00765,-0.00075,0.00127,-0.0232,0.01019,-0.00324,-0.00078
0.0425,0.00056,-0.00274,0.0074,-0.00734,-0.00058,0.00384,-0.02449,0.00992,-0.00417,-0.00027
0.043,0.00203,-0.00325,0.0074,-0.00721,3e-05,0.00264,-0.0259,0.00892,-0.00417,-0.00019
0.0435,0.00216,-0.00271,0.00755,-0.00781,0.00067,0.00183,-0.02643,0.00816,-0.00496,-0.00074
0.044,0.00271,-0.00321,0.00798,-0.00843,0.00111,0.00181,-0.02495,0.00856,-0.00457,-3e-05
0.0445,0.00247,-0.00305,0.00852,-0.00893,0.00083,0.00347,-0.02684,0.00727,-0.00339,-0.00097
0.045,0.00199,-0.00318,0.00827,-0.00852,0.00071,0.00272,-0.02763,0.0086,-0.00392,-0.00069
0.0455,0.00116,-0.00273,0.00884,-0.00794,0.00035,0.00476,-0.02755,0.00888,-0.00501,0.00026
0.046,0.00097,-0.00266,0.00815,-0.00818,-0.00019,0.00521,-0.0282,0.00839,-0.00539,0.00051
0.0465,-0.00058,-0.0033,0.00899,-0.00913,0.00037,0.00412,-0.02828,0.00891,-0.00671,0.00122
0.047,0.00048,-0.00389,0.00791,-0.0084,0.0009,0.00495,-0.02841,0.00899,-0.00732,0.00086
0.0475,0.0014,-0.00424,0.00868,-0.00783,0.00156,0.0045,-0.02761,0.00882,-0.00729,0.00082
0.048,0.00214,-0.00393,0.0097,-0.00758,0.00124,0.00705,-0.02741,0.0097,-0.00638,0.00129
0.0485,0.00086,-0.00329,0.00948,-0.0079,0.0008,0.00924,-0.02672,0.00845,-0.0061,0.00204
0.049,0.00196,-0.00266,0.00929,-0.00717,0.0008,0.00774,-0.02678,0.00851,-0.00523,0.00256
0.0495,0.00261,-0.00239,0.00823,-0.00783,0.00146,0.00938,-0.02546,0.00682,-0.00639,0.0035
0.05,0.00149,-0.00178,0.00815,-0.00717,0.00119,0.01127,-0.02375,0.00602,-0.00654,0.00428
0.0505,0.00059,-0.00183,0.00777,-0.00789,0.00077,0.00957,-0.02487,0.00675,-0.00673,0.00329
0.051,0.00118,-0.00124,0.00772,-0.00713,0.00095,0.00687,-0.02583,0.00514,-0.00644,0.00328
0.0515,0.00022,-0.00148,0.0084,-0.00646,0.00073,0.00718,-0.0271,0.00494,-0.00682,0.0033
0.052,-0.00095,-0.0018,0.00802,-0.00606,0.0013,0.00574,-0.02862,0.00623,-0.00657,0.00333
0.0525,-0.00206,-0.00243,0.00859,-0.00602,0.00085,0.00458,-0.02853,0.00455,-0.00628,0.00237
0.053,-0.00126,-0.00218,0.00939,-0.00647,0.00164,0.00212,-0.02853,0.00365,-0.00652,0.00295
0.0535,-0.00188,-0.00165,0.00996,-0.00625,0.0019,0.00075,-0.02762,0.00233,-0.00773,0.00301
0.054,-0.00074,-0.00123,0.00978,-0.00671,0.00214,-0.00162,-0.02631,0.00318,-0.00812,0.00315
0.0545,0.00063,-0.00153,0.00879,-0.00607,0.00294,-0.00288,-0.02684,0.0018,-0.00918,0.00278
0.055,-0.00027,-0.00131,0.00862,-0.00617,0.00281,-0.00409,-0.0266,0.00098,-0.00978,0.00194
0.0555,-0.00107,-0.00143,0.00865,-0.00572,0.00249,-0.00322,-0.02635,-0.00068,-0.00964,0.00128
0.056,-0.00247,-0.00165,0.00764,-0.00496,0.00333,-0.00276,-0.02667,-0.00049,-0.00856,0.00133
0.0565,-0.00221,-0.00197,0.00783,-0.00521,0.00379,-0.00207,-0.02694,-0.00112,-0.00967,0.00108
0.057,-0.00282,-0.00241,0.00687,-0.00554,0.00373,0.00022,-0.02797,0.00034,-0.00976,0.00136
0.0575,-0.0042,-0.00237,0.00773,-0.00511,0.00334,-0.00196,-0.02874,0.00072,-0.01011,0.00048
0.058,-0.00395,-0.00223,0.00823,-0.00452,0.0029,-0.00049,-0.03011,-0.00069,-0.00925,0.00082
0.0585,-0.00547,-0.00285,0.00923,-0.00372,0.00345,-0.0015,-0.02914,0.00039,-0.00796,0.00116
0.059,-0.0059,-0.00347,0.00916,-0.00363,0.00373,-0.00212,-0.02737,0.00151,-0.0084,0.00152
0.0595,-0.00509,-0.00354,0.00938,-0.00408,0.00338,0.00016,-0.02671,0.00249,-0.00943,0.00239
0.06,-0.00542,-0.00315,0.00859,-0.00365,0.00417,-0.00011,-0.02568,0.002,-0.00899,0.00284
0.0605,-0.00588,-0.00355,0.00797,-0.00457,0.00485,0.00036,-0.02637,0.00302,-0.00839,0.00367
0.061,-0.00638,-0.00294,0.00893,-0.00461,0.00431,0.00298,-0.0256,0.00324,-0.00724,0.00307
0.0615,-0.00743,-0.00341,0.0091,-0.00547,0.0043,0.00151,-0.02598,0.0017,-0.00699,0.00275
0.062,-0.0066,-0.00378,0.00819,-0.00638,0.00411,0.00276,-0.02681,0.00176,-0.00688,0.00342
0.0625,-0.00658,-0.00336,0.00812,-0.00702,0.00399,0.00185,-0.02789,0.00077,-0.00693,0.0035
0.063,-0.00719,-0.00314,0.00861,-0.00666,0.00365,0.00027,-0.02612,0.0009,-0.00603,0.00294
0.0635,-0.00719,-0.00249,0.00828,-0.00637,0.00344,-0.00064,-0.02428,0.0015,-0.00563,0.00339
0.064,-0.00765,-0.00206,0.00861,-0.00593,0.00335,-0.00063,-0.02391,0.0032,-0.00569,0.00285
0.0645,-0.00859,-0.00185,0.00889,-0.00652,0.00304,-0.00283,-0.02285,0.00364,-0.00455,0.00279
0.065,-0.00759,-0.00189,0.00944,-0.00701,0.00278,-0.00303,-0.02151,0.00335,-0.0049,0.00322
0.0655,-0.0083,-0.00221,0.01023,-0.00656,0.00344,-0.00122,-0.02196,0.00195,-0.00612,0.00326
0.066,-0.00819,-0.00225,0.0113,-0.00594,0.00368,0.00036,-0.02013,0.00135,-0.0058,0.00379
0.0665,-0.00952,-0.00215,0.0115,-0.00682,0.004,-0.00154,-0.01907,0.00268,-0.00485,0.00377
0.067,-0.00923,-0.00164,0.01152,-0.0065,0.00379,-0.0019,-0.01922,0.00343,-0.00564,0.00415
0.0675,-0.00809,-0.00183,0.01216,-0.00673,0.00419,-0.00339,-0.01858,0.00288,-0.00435,0.00406
0.068,-0.00739,-0.00211,0.01131,-0.00659,0.00353,-0.00427,-0.01913,0.00376,-0.00352,0.00317
0.0685,-0.0062,-0.00147,0.01121,-0.00565,0.00414,-0.00501,-0.02017,0.00297,-0.00378,0.00275
0.069,-0.00536,-0.0019,0.01205,-0.00603,0.00407,-0.00378,-0.02103,0.0026,-0.00385,0.00219
0.0695,-0.00674,-0.00214,0.01292,-0.00637,0.00384,-0.00638,-0.02045,0.00355,-0.00515,0.00147
0.07,-0.0055,-0.00155,0.01195,-0.00686,0.00368,-0.00383,-0.0187,0.00258,-0.00596,0.00231
0.0705,-0.00665,-0.00191,0.01211,-0.0075,0.00324,-0.00588,-0.01897,0.00201,-0.00615,0.00313
0.071,-0.00812,-0.00205,0.0112,-0.00658,0.00307,-0.00779,-0.01796,0.00303,-0.00718,0.00247
0.0715,-0.00873,-0.00258,0.01111,-0.00707,0.00266,-0.00821,-0.01752,0.00408,-0.00694,0.0023
0.072,-0.00995,-0.00221,0.01043,-0.00801,0.00336,-0.00694,-0.01649,0.00566,-0.00746,0.00259
0.0725,-0.01007,-0.00207,0.01002,-0.00797,0.00305,-0.00753,-0.01536,0.00494,-0.00623,0.00263
0.073,-0.01092,-0.00155,0.01033,-0.00765,0.00269,-0.00635,-0.01448,0.00599,-0.00592,0.00178
0.0735,-0.0097,-0.00199,0.01013,-0.00733,0.00315,-0.005,-0.0129,0.00573,-0.00657,0.00205
0.074,-0.00874,-0.0018,0.01082,-0.00819,0.00371,-0.0065,-0.01266,0.00467,-0.00655,0.00298
0.0745,-0.00994,-0.00174,0.01164,-0.00754,0.00345,-0.00745,-0.01293,0.00439,-0.00754,0.00236
0.075,-0.01143,-0.00197,0.01161,-0.00831,0.00322,-0.01004,-0.01272,0.0054,-0.00718,0.00224
0.0755,-0.01147,-0.00192,0.01265,-0.0083,0.0032,-0.01133,-0.01377,0.00418,-0.0084,0.00285
0.076,-0.01306,-0.00158,0.01286,-0.00851,0.00359,-0.01234,-0.01527,0.0043,-0.00774,0.00368
0.0765,-0.0131,-0.00187,0.01211,-0.00791,0.00403,-0.01469,-0.01501,0.00331,-0.00886,0.00336
0.077,-0.01272,-0.00154,0.01267,-0.00769,0.00441,-0.01279,-0.01546,0.00268,-0.00973,0.0037
0.0775,-0.01168,-0.00207,0.01274,-0.00773,0.00519,-0.01198,-0.01735,0.00332,-0.0093,0.00423
0.078,-0.01322,-0.00143,0.01199,-0.00793,0.00583,-0.01279,-0.0188,0.00181,-0.00912,0.0038
0.0785,-0.01191,-0.00193,0.01106,-0.00759,0.00627,-0.01231,-0.01909,0.00095,-0.00785,0.00349
0.079,-0.01098,-0.00151,0.01082,-0.00698,0.00648,-0.01487,-0.02076,0.00083,-0.00883,0.0026
