Times,XT_Channel_1,XT_Channel_2,XT_Channel_3,XT_Channel_4,XT_Channel_5,XT_Channel_6,XT_Channel_7,XT_Channel_8,XT_Channel_9,XT_Channel_10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0005,0.00024,-0.00138,0.00171,-0.00185,-0.00062,-0.00152,-0.00035,6e-05,-0.00133,-0.00154
0.001,-0.00075,-0.00048,0.00363,-0.00414,-0.00098,-0.00179,-0.00089,0.00114,-0.00215,1e-05
0.0015,-0.00175,0.00068,0.00516,-0.00171,-0.00178,-0.00128,-0.00114,0.00339,-0.00156,0.00149
0.002,-0.0021,4e-05,0.0031,-0.00179,-0.00168,-0.00182,-0.00072,0.00305,-0.00166,0.00053
0.0025,-0.00262,-0.00146,0.00441,-0.00182,-0.00182,-0.00044,-0.00071,0.00097,-0.00305,0.00067
0.003,-0.00363,-0.00317,0.00496,-0.00125,-0.00183,0.00032,-0.00127,0.00086,-0.00212,0.00166
0.0035,-0.00471,-0.00178,0.00687,-0.00396,-0.00256,0.00178,-0.00051,0.00272,-0.00318,0.00263
0.004,-0.00424,-0.00272,0.00826,-0.0018,-0.00248,0.00102,0.00029,0.00317,-0.00375,0.00326
0.0045,-0.00469,-0.0038,0.00981,-0.00252,-0.00251,0.00143,0.00024,0.00267,-0.0023,0.00194
0.005,-0.00588,-0.00217,0.00709,-0.00494,-0.00318,0.00101,0.00053,0.00179,-0.0006,0.00239
0.0055,-0.00588,-0.00252,0.00544,-0.00735,-0.00235,-0.00054,6e-05,0.00153,0.00096,0.00382
0.006,-0.00535,-0.00231,0.00829,-0.00889,-0.0015,-0.00057,0.00051,0.00042,-0.00099,0.00455
0.0065,-0.00483,-0.00062,0.00545,-0.00762,-0.0022,-0.00135,0.00067,-0.0007,-0.00239,0.00557
0.007,-0.00596,-0.00138,0.00734,-0.00627,-0.00238,-0.00079,0.00108,-0.00133,-0.00425,0.00639
0.0075,-0.00722,-0.00086,0.01021,-0.00717,-0.00302,-0.00031,0.00035,-0.00162,-0.00543,0.0053
