Times,XT_Channel_1,XT_Channel_2,XT_Channel_3,XT_Channel_4,XT_Channel_5,XT_Channel_6,XT_Channel_7,XT_Channel_8,XT_Channel_9,XT_Channel_10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0005,0.00206,-0.00073,-0.00022,0.00215,0.00125,-0.00118,-0.00146,0.00096,-0.00078,-0.00108
0.001,0.0006,0.00078,-0.00033,0.00324,0.00229,-0.00086,-0.00124,0.00114,0.00021,0.00054
0.0015,-0.00162,-0.00041,-0.00014,0.00126,0.00308,0.00034,0.00053,0.00057,0.00039,-0.00109
0.002,-0.00159,0.00056,-0.00106,-0.00037,0.00211,0.00043,-0.00149,0.00156,0.00056,-0.00121
0.0025,-0.00171,-0.0013,-0.00199,0.001,0.00284,0.00175,-0.00289,0.00219,0.00024,0.00034
0.003,-0.00167,0.00056,-0.0029,-0.00051,0.00383,0.00195,-0.0045,0.00233,0.0012,-0.00068
0.0035,0.00052,0.00135,-0.00343,0.00218,0.0047,0.00327,-0.00376,0.00235,0.00102,-0.00195
0.004,-0.00081,0.00073,-0.00366,0.00066,0.00539,0.00321,-0.00332,0.00158,0.00195,-0.00047
0.0045,-0.00319,0.00087,-0.00309,-0.00217,0.00646,0.00391,-0.00233,0.00179,0.00279,-0.0009
0.005,-0.001,-0.00091,-0.00314,-0.00495,0.0064,0.00263,-0.00176,0.0025,0.00282,0.00036
0.0055,-0.00206,-0.00291,-0.00271,-0.00531,0.00541,0.00196,0.0001,0.00311,0.00358,0.0002
0.006,-0.00367,-0.00386,-0.00311,-0.00778,0.00642,0.00152,0.00099,0.00299,0.0027,0.00016
0.0065,-0.0019,-0.00524,-0.00289,-0.01044,0.00782,0.00051,0.00163,0.00334,0.00183,0.00111
0.007,0.00044,-0.00323,-0.00276,-0.01215,0.00641,0.00192,0.00305,0.00381,0.0016,0.00206
0.0075,0.00047,-0.00464,-0.00346,-0.01185,0.00641,0.00191,0.00481,0.00282,0.00277,0.00147
0.008,-0.00096,-0.00559,-0.00415,-0.01169,0.00547,0.00071,0.00366,0.00309,0.00207,0.00106
0.0085,-0.0005,-0.00422,-0.00381,-0.01328,0.00435,0.00096,0.0039,0.00329,0.00227,0.00066
0.009,-0.00264,-0.00318,-0.00371,-0.01152,0.00428,0.00191,0.00587,0.00247,0.00191,-0.00075
0.0095,-0.00351,-0.00406,-0.00378,-0.01166,0.00501,0.00339,0.00699,0.00192,0.0024,-0.00171
0.01,-0.00524,-0.00603,-0.00441,-0.01415,0.00455,0.00246,0.00549,0.00122,0.00201,-0.00251
0.0105,-0.00727,-0.00657,-0.00345,-0.0148,0.00571,0.00337,0.00495,0.00203,0.00304,-0.00242
0.011,-0.00739,-0.00711,-0.00378,-0.01727,0.0063,0.00291,0.00609,0.00272,0.00192,-0.00135
0.0115,-0.00602,-0.00682,-0.00326,-0.01986,0.00731,0.00192,0.00564,0.00332,0.00271,-0.00044
0.012,-0.00631,-0.00692,-0.00323,-0.01958,0.0071,0.00138,0.0057,0.00251,0.00236,0.00119
0.0125,-0.00546,-0.00838,-0.00358,-0.02184,0.0059,0.00056,0.00513,0.00312,0.00338,-1e-05
0.013,-0.00313,-0.00696,-0.00312,-0.02256,0.00572,0.00059,0.00546,0.00308,0.00319,-0.00038
0.0135,-0.002,-0.00885,-0.00395,-0.02291,0.00681,-0.0006,0.00704,0.00268,0.00226,-0.00129
0.014,0.00059,-0.01075,-0.00392,-0.02101,0.00753,0.00091,0.00834,0.00299,0.00267,-0.002
0.0145,-0.00141,-0.0116,-0.00406,-0.02147,0.00619,-0.0005,0.00887,0.00321,0.00375,-0.00035
0.015,-0.00205,-0.0116,-0.00326,-0.02432,0.00593,0.00091,0.00702,0.00294,0.00377,-0.00136
0.0155,0.00049,-0.01301,-0.00302,-0.02265,0.00457,-0.00039,0.00722,0.00206,0.00272,0.00012
0.016,0.00064,-0.01324,-0.00296,-0.02014,0.0033,-0.00031,0.00887,0.00164,0.00309,-0.00027
0.0165,0.0028,-0.01471,-0.0037,-0.02129,0.00244,-0.00081,0.00876,0.00263,0.0021,-0.00098
0.017,6e-05,-0.01533,-0.00373,-0.02096,0.00314,0.00029,0.00707,0.00204,0.00268,-0.00102
0.0175,-0.00116,-0.01671,-0.00381,-0.01855,0.00193,-0.00103,0.00688,0.00241,0.00269,-0.00166
0.018,-0.00333,-0.01586,-0.00476,-0.0194,0.00292,-0.00133,0.00861,0.00265,0.00202,-0.00124
0.0185,-0.0018,-0.0177,-0.00475,-0.0179,0.00298,-0.00142,0.0105,0.00284,0.00095,-0.00266
0.019,-0.00153,-0.0161,-0.00538,-0.01639,0.00168,-0.0013,0.01043,0.00235,-7e-05,-0.00388
0.0195,-0.00338,-0.01627,-0.00631,-0.01645,0.00192,6e-05,0.00922,0.00299,0.00057,-0.00534
0.02,-0.00359,-0.01731,-0.00623,-0.01472,0.00302,-0.00066,0.00884,0.00385,0.00084,-0.00372
0.0205,-0.00119,-0.01773,-0.00719,-0.01475,0.0016,-0.00038,0.00758,0.00371,0.00198,-0.00457
0.021,0.00096,-0.01637,-0.00671,-0.01251,0.00047,-0.00067,0.00928,0.00395,0.00255,-0.00391
0.0215,0.00218,-0.01472,-0.0058,-0.01235,0.00034,-0.00059,0.01059,0.00424,0.00348,-0.00419
0.022,0.00257,-0.01362,-0.00509,-0.01203,0.0,0.00082,0.00897,0.00419,0.00445,-0.00285
0.0225,0.00245,-0.01391,-0.00441,-0.0095,0.00107,-0.0005,0.00965,0.00496,0.00429,-0.00353
0.023,0.00143,-0.01462,-0.00409,-0.00735,-0.00041,0.00099,0.00928,0.00487,0.00427,-0.0052
0.0235,0.00297,-0.0144,-0.00422,-0.00866,-0.00038,0.00193,0.00739,0.00521,0.00459,-0.00414
0.024,0.00321,-0.01289,-0.00349,-0.00826,-0.00025,0.00068,0.00529,0.00428,0.00388,-0.00268
0.0245,0.00541,-0.01395,-0.00297,-0.00645,0.00043,-4e-05,0.00369,0.00404,0.00362,-0.0014
0.025,0.00665,-0.01452,-0.00217,-0.00402,-0.0003,-0.00051,0.00394,0.00318,0.00396,-0.00044
0.0255,0.00394,-0.0147,-0.00171,-0.00364,-0.00156,0.00101,0.00416,0.00403,0.00466,-0.00161
0.026,0.0065,-0.01656,-0.00111,-0.00183,-0.00262,0.0022,0.00537,0.00423,0.00579,-0.0015
0.0265,0.00687,-0.01478,-0.00011,-0.00063,-0.00205,0.00143,0.00662,0.00486,0.00554,-0.00081
0.027,0.00611,-0.01328,7e-05,0.00036,-0.00105,0.00202,0.00751,0.0052,0.00585,7e-05
0.0275,0.00849,-0.01507,-0.00024,-0.00113,-0.00251,0.00332,0.00568,0.00492,0.00471,0.00101
0.028,0.00751,-0.01601,0.00064,-0.00349,-0.00191,0.00356,0.00633,0.0047,0.00536,0.00187
0.0285,0.00955,-0.01404,0.0009,-0.00573,-0.00124,0.00443,0.00671,0.00559,0.00493,0.0034
0.029,0.00865,-0.01609,0.00096,-0.00344,-0.00036,0.0032,0.00756,0.0047,0.00564,0.00207
0.0295,0.00716,-0.01744,0.00069,-0.00093,0.00086,0.00333,0.00928,0.00375,0.0046,0.00105
0.03,0.00478,-0.0154,0.00122,0.00097,0.00017,0.00402,0.01137,0.00441,0.00498,0.00274
0.0305,0.00648,-0.01687,0.0009,0.00191,0.00136,0.00446,0.01119,0.00528,0.00449,0.00394
0.031,0.00521,-0.01491,-6e-05,0.00057,0.00199,0.00565,0.00975,0.0046,0.00555,0.00552
0.0315,0.00456,-0.01663,0.00068,0.00332,0.00299,0.00491,0.00948,0.00424,0.005,0.00404
0.032,0.00508,-0.01617,0.00106,0.00562,0.0044,0.00389,0.00757,0.00427,0.00559,0.00256
0.0325,0.00521,-0.01534,0.00187,0.00663,0.00412,0.00416,0.00894,0.0035,0.00618,0.00203
0.033,0.00794,-0.01387,0.00165,0.007,0.00356,0.00463,0.01046,0.00355,0.00613,0.0016
0.0335,0.0064,-0.01385,0.00216,0.00938,0.00243,0.0039,0.0113,0.00357,0.00601,0.00052
0.034,0.00657,-0.01536,0.00123,0.00782,0.00098,0.00496,0.01044,0.00273,0.00593,0.00102
0.0345,0.00924,-0.01573,0.00131,0.0096,0.00048,0.00547,0.00904,0.00186,0.00575,0.00212
0.035,0.00769,-0.01777,0.00141,0.01239,-0.00027,0.00661,0.0109,0.00263,0.00522,0.001
0.0355,0.0063,-0.01714,0.00115,0.01502,0.00013,0.00514,0.01029,0.00233,0.00591,0.00064
0.036,0.00705,-0.01651,0.00154,0.0138,-0.00038,0.00574,0.00952,0.00153,0.00521,0.00129
0.0365,0.00726,-0.01608,0.00128,0.01101,-0.00091,0.00599,0.00915,0.00159,0.00496,0.00208
0.037,0.00538,-0.01757,0.00181,0.01113,-0.0016,0.00658,0.01126,0.00198,0.00502,0.00133
0.0375,0.00663,-0.01621,0.00127,0.01181,-0.00227,0.00593,0.01208,0.00299,0.00569,0.0005
0.038,0.00658,-0.01491,0.00101,0.01354,-0.00223,0.00627,0.01131,0.00387,0.00641,-0.00013
0.0385,0.00668,-0.01657,0.00189,0.01318,-0.00077,0.00678,0.01095,0.00313,0.00598,-0.00113
0.039,0.0063,-0.01474,0.00101,0.01521,-0.00013,0.00643,0.0114,0.00249,0.00588,0.00032
0.0395,0.00452,-0.01489,0.00082,0.01643,-0.00092,0.00638,0.01077,0.00309,0.00649,-0.0012
0.04,0.00621,-0.01373,3e-05,0.01555,0.00053,0.00499,0.00872,0.00343,0.0076,-0.00209
0.0405,0.0038,-0.0141,-0.0007,0.01345,-0.00093,0.00565,0.00676,0.00378,0.00719,-0.00204
0.041,0.00307,-0.0127,-0.00052,0.01539,-0.00024,0.00703,0.00498,0.00288,0.00775,-0.00158
0.0415,0.0019,-0.01385,-0.00144,0.01735,-0.00108,0.00643,0.00397,0.00389,0.00694,-0.00139
0.042,0.00242,-0.01257,-0.0014,0.01572,-0.00144,0.0061,0.00288,0.0036,0.00652,-0.0013
0.0425,-0.00015,-0.01257,-0.00129,0.01557,-0.00069,0.00524,0.00227,0.00392,0.00756,-0.00293
0.043,0.00082,-0.01376,-0.00213,0.01409,-0.00162,0.00486,0.00387,0.00369,0.00872,-0.00428
0.0435,0.00172,-0.01408,-0.00275,0.01289,-0.00259,0.00334,0.00488,0.00331,0.00969,-0.00302
0.044,0.00223,-0.01341,-0.00365,0.01283,-0.00313,0.00408,0.00452,0.00284,0.01013,-0.00144
0.0445,0.00163,-0.01369,-0.00337,0.01357,-0.0022,0.00286,0.00296,0.00217,0.01118,-0.00255
0.045,0.00221,-0.01189,-0.00429,0.0131,-0.00354,0.00235,0.00371,0.00237,0.01078,-0.0029
0.0455,-0.00047,-0.01019,-0.00334,0.01548,-0.00305,0.00188,0.0021,0.0026,0.01092,-0.00227
0.046,0.00154,-0.00953,-0.00426,0.01788,-0.00325,0.00331,0.00076,0.00247,0.00998,-0.00138
0.0465,0.00111,-0.00774,-0.00374,0.01582,-0.00395,0.00253,0.00065,0.00319,0.00882,-0.00193
0.047,0.00349,-0.00696,-0.00303,0.01613,-0.00265,0.00374,-0.00051,0.00272,0.00968,-0.00228
0.0475,0.00498,-0.00671,-0.00311,0.01535,-0.00309,0.00377,-0.00092,0.00371,0.01025,-0.00111
0.048,0.00724,-0.00508,-0.00234,0.01541,-0.00427,0.00457,-0.00138,0.00325,0.00951,-0.00134
0.0485,0.00773,-0.00536,-0.00221,0.01655,-0.00454,0.00356,-0.00189,0.00253,0.00928,-6e-05
0.049,0.00774,-0.0069,-0.00238,0.01882,-0.00517,0.00442,-0.0028,0.00303,0.00959,0.00088
0.0495,0.00989,-0.00681,-0.00262,0.01896,-0.00512,0.00415,-0.00193,0.00258,0.00861,0.00093
0.05,0.01069,-0.00845,-0.0032,0.0193,-0.00561,0.00555,-0.00181,0.00202,0.009,0.00024
0.0505,0.01265,-0.00788,-0.00375,0.02088,-0.00591,0.00609,-0.00017,0.00102,0.00893,0.00177
0.051,0.01386,-0.00854,-0.00351,0.02224,-0.00656,0.00629,-0.00221,0.00191,0.00813,0.00321
0.0515,0.01643,-0.00924,-0.00309,0.01981,-0.00803,0.00774,-0.00053,0.0015,0.00868,0.00287
0.052,0.01731,-0.00871,-0.00225,0.01711,-0.00688,0.00887,-0.00092,0.00165,0.00966,0.00286
0.0525,0.01887,-0.00748,-0.00295,0.01658,-0.00829,0.00886,-0.00098,0.00091,0.00904,0.00189
0.053,0.01763,-0.00665,-0.0033,0.01625,-0.00873,0.00895,-0.00075,0.00179,0.00915,0.00199
0.0535,0.01629,-0.00801,-0.00289,0.0185,-0.00923,0.00781,0.00117,0.0023,0.00902,0.0013
0.054,0.01728,-0.00713,-0.0024,0.01869,-0.00959,0.00888,-0.00048,0.00174,0.00941,0.00172
0.0545,0.01823,-0.00736,-0.00141,0.0179,-0.01084,0.0081,-0.00161,0.00215,0.00883,0.0012
0.055,0.01977,-0.00585,-0.00101,0.01542,-0.01067,0.00878,-0.00329,0.00173,0.00869,0.00211
0.0555,0.01878,-0.00637,-0.00011,0.01814,-0.01162,0.01021,-0.00135,0.00149,0.00874,0.00229
0.056,0.01895,-0.00688,0.00063,0.01837,-0.01116,0.0117,-0.00257,0.00244,0.008,0.00184
0.0565,0.018,-0.00661,0.00101,0.02056,-0.00995,0.01094,-0.00105,0.00344,0.00773,0.00082
0.057,0.01614,-0.00547,0.00023,0.02048,-0.00979,0.01057,-0.00238,0.00413,0.00728,0.00081
0.0575,0.01558,-0.00698,0.00038,0.02202,-0.01007,0.00945,-0.00236,0.00469,0.00651,3e-05
0.058,0.01598,-0.00705,0.00072,0.02269,-0.01148,0.00821,-0.00253,0.00521,0.00557,-0.00169
0.0585,0.01814,-0.00507,-1e-05,0.02135,-0.01173,0.00835,-0.00315,0.00529,0.00669,-0.00117
0.059,0.01799,-0.00677,0.00013,0.02312,-0.01212,0.00978,-0.0044,0.00499,0.00712,-0.0006
0.0595,0.02051,-0.00844,-0.00034,0.02198,-0.01098,0.01123,-0.00346,0.00428,0.00619,0.00054
0.06,0.01827,-0.00809,0.00036,0.02343,-0.00962,0.01024,-0.00371,0.00479,0.00522,-0.00107
0.0605,0.02037,-0.00642,0.0005,0.02224,-0.00983,0.00932,-0.00421,0.00477,0.00523,-0.00072
0.061,0.02265,-0.00651,0.00043,0.02068,-0.00861,0.00971,-0.00506,0.00405,0.00566,-0.00186
0.0615,0.02214,-0.00564,0.00096,0.01813,-0.00904,0.00994,-0.00371,0.00476,0.0049,-0.00166
0.062,0.02289,-0.00464,0.00021,0.01742,-0.00988,0.01054,-0.00362,0.00573,0.00558,-0.00334
0.0625,0.02142,-0.00341,0.00119,0.01487,-0.00942,0.00927,-0.00267,0.00511,0.00479,-0.00312
0.063,0.02153,-0.00163,0.0002,0.01417,-0.00978,0.01044,-0.00247,0.00569,0.0041,-0.00387
0.0635,0.01931,0.00023,-0.00056,0.01479,-0.00974,0.01007,-0.00314,0.00544,0.00299,-0.00463
0.064,0.02201,-0.0018,-0.00115,0.01457,-0.00966,0.01056,-0.00372,0.00539,0.00379,-0.00376
0.0645,0.02194,-0.00387,-0.00159,0.01472,-0.009,0.01178,-0.00251,0.00471,0.00366,-0.00385
0.065,0.02432,-0.00215,-0.00137,0.0139,-0.00967,0.01268,-0.0011,0.00469,0.00333,-0.00215
0.0655,0.02682,-0.00074,-0.00079,0.0167,-0.01016,0.01208,-0.00036,0.00395,0.00283,-0.00163
0.066,0.02704,-0.00117,-0.00096,0.01685,-0.01003,0.01291,0.00117,0.00361,0.00248,-0.00266
0.0665,0.02839,0.00087,-0.00085,0.01879,-0.0096,0.01218,-0.00053,0.00422,0.00363,-0.00213
0.067,0.03066,0.00213,-0.00122,0.02049,-0.00906,0.01221,-0.00072,0.00481,0.00263,-0.00162
0.0675,0.03066,0.00234,-0.00137,0.02329,-0.00996,0.01215,-0.00057,0.00456,0.00204,-0.00201
0.068,0.03036,0.00336,-0.00041,0.0243,-0.00998,0.01184,0.00137,0.00535,0.00142,-0.0016
0.0685,0.03305,0.00512,-0.00115,0.02593,-0.00999,0.0114,0.00055,0.00619,0.00067,-0.00325
0.069,0.03305,0.00498,-0.00053,0.02839,-0.00848,0.01289,-0.00154,0.00707,0.00089,-0.00243
0.0695,0.03556,0.00444,-0.00132,0.03015,-0.00981,0.01399,-0.00173,0.00648,0.00154,-0.00091
0.07,0.03388,0.00364,-0.00107,0.02961,-0.0091,0.01469,-0.00138,0.00569,0.0012,-0.00174
0.0705,0.03366,0.00178,-0.00164,0.0306,-0.00801,0.01587,-0.00309,0.00635,0.00189,-0.00194
0.071,0.03285,-0.00024,-0.00184,0.03215,-0.00742,0.01692,-0.00179,0.00581,0.00104,-0.00253
0.0715,0.03498,0.00034,-0.00095,0.03377,-0.00758,0.01562,-0.00279,0.00535,0.00115,-0.00213
0.072,0.0337,0.00161,-0.00152,0.03165,-0.00719,0.01461,-0.00263,0.00513,0.00192,-0.00104
0.0725,0.03385,0.00245,-0.00157,0.03427,-0.00728,0.01361,-0.00436,0.00484,0.00225,-0.00124
0.073,0.03382,0.00295,-0.00095,0.03409,-0.00644,0.01335,-0.00316,0.00534,0.00108,-0.00276
0.0735,0.0364,0.00217,-0.00096,0.03267,-0.00625,0.01367,-0.00167,0.00519,0.0002,-0.00157
0.074,0.03424,0.00318,-0.00048,0.0333,-0.00582,0.01309,-0.00347,0.00435,0.00055,-0.00101
0.0745,0.03425,0.00457,-0.00028,0.03397,-0.00563,0.01425,-0.00346,0.00374,0.00024,0.00035
0.075,0.03484,0.00586,0.00036,0.03573,-0.00429,0.01402,-0.00461,0.00288,0.0007,8e-05
0.0755,0.03494,0.00624,0.00101,0.03557,-0.00426,0.01458,-0.00526,0.00301,0.00107,0.00036
0.076,0.03655,0.00716,0.00023,0.03788,-0.00285,0.0154,-0.00428,0.00255,0.00143,0.0015
0.0765,0.03389,0.00663,-0.00023,0.0365,-0.00135,0.01681,-0.00433,0.00217,0.00246,0.00217
0.077,0.03508,0.0082,-0.00018,0.03747,-0.00119,0.01667,-0.00459,0.00196,0.00258,0.00378
0.0775,0.0365,0.00787,0.00014,0.03893,-0.00124,0.01658,-0.00464,0.00203,0.00317,0.00329
0.078,0.03662,0.0058,0.00088,0.03847,-0.00105,0.01758,-0.00535,0.00182,0.00228,0.00253
0.0785,0.03461,0.00572,-8e-05,0.03806,-0.00186,0.01834,-0.00537,0.00091,0.00253,0.00236
0.079,0.03403,0.00438,-0.00056,0.03943,-0.00332,0.01697,-0.00686,0.00174,0.00279,0.00353
0.0795,0.03321,0.00537,-0.00056,0.03672,-0.00248,0.0184,-0.00854,0.00218,0.00205,0.00399
0.08,0.03255,0.00448,-0.00094,0.03904,-0.0038,0.01952,-0.0078,0.00305,0.00215,0.00282
0.0805,0.03504,0.0055,-6e-05,0.03925,-0.00267,0.01888,-0.00906,0.00319,0.00222,0.00438
0.081,0.03765,0.00345,0.00056,0.03679,-0.00303,0.0182,-0.01002,0.00402,0.0024,0.00359
0.0815,0.03546,0.00326,0.00028,0.03698,-0.00327,0.01805,-0.01059,0.00407,0.00272,0.00378
0.082,0.03569,0.00187,0.00106,0.03553,-0.00283,0.01653,-0.01096,0.00463,0.00248,0.00425
0.0825,0.03369,0.00136,0.00204,0.03525,-0.00215,0.01743,-0.01174,0.00371,0.00148,0.00312
0.083,0.03216,6e-05,0.00169,0.03441,-0.00177,0.01841,-0.01164,0.00318,0.00147,0.00357
0.0835,0.02954,0.0005,0.00256,0.03462,-0.00208,0.01762,-0.0127,0.00282,0.00208,0.00511
0.084,0.03004,0.00128,0.00163,0.03418,-0.00107,0.01681,-0.01395,0.00275,0.00249,0.00614
0.0845,0.02818,-0.00062,0.00149,0.03408,-0.00143,0.01597,-0.01532,0.00249,0.00237,0.00768
0.085,0.02899,-0.00093,0.00101,0.03481,-0.00199,0.01457,-0.01583,0.00275,0.00302,0.00597
0.0855,0.02791,0.00029,0.00099,0.03736,-0.00198,0.01433,-0.01743,0.00231,0.00325,0.00516
0.086,0.02864,-0.00063,0.00151,0.04007,-0.00339,0.0129,-0.01538,0.00143,0.0039,0.00429
0.0865,0.02851,-0.00228,0.00196,0.03811,-0.00287,0.01157,-0.01488,0.0013,0.00347,0.00354
0.087,0.02626,-0.00355,0.00139,0.03644,-0.00361,0.01196,-0.01569,0.00152,0.0033,0.00212
0.0875,0.02787,-0.00531,0.00207,0.03639,-0.00438,0.01223,-0.01638,0.00055,0.00368,0.0018
0.088,0.02531,-0.00709,0.00142,0.03529,-0.003,0.01187,-0.0163,-0.00045,0.00396,0.00093
0.0885,0.02641,-0.00547,0.00175,0.03244,-0.00167,0.01079,-0.01639,0.00045,0.00412,0.0009
0.089,0.02599,-0.00474,0.00236,0.03078,-0.00179,0.01214,-0.01637,0.00067,0.00519,0.00093
0.0895,0.02513,-0.00417,0.00317,0.02813,-0.00064,0.01107,-0.01529,0.00052,0.0047,-0.00072
0.09,0.02696,-0.00228,0.00387,0.03081,-0.00117,0.01014,-0.01418,-0.0004,0.00542,-0.00054
0.0905,0.0256,-0.00374,0.00335,0.03073,-0.00057,0.01026,-0.01463,-0.00082,0.00465,-0.00138
0.091,0.02689,-0.00224,0.00252,0.03152,-0.00172,0.0107,-0.01417,-0.0012,0.00365,-0.00126
0.0915,0.029,-0.00416,0.0016,0.03241,-0.00263,0.01037,-0.01356,-0.00054,0.00482,-0.0015
0.092,0.0294,-0.00552,0.00236,0.03396,-0.00395,0.01038,-0.01208,-0.00053,0.00365,-0.00206
0.0925,0.02969,-0.00632,0.00236,0.03319,-0.00513,0.01008,-0.01244,0.0004,0.00411,-0.00277
0.093,0.02792,-0.00493,0.00281,0.03567,-0.006,0.01082,-0.01205,0.00082,0.00434,-0.00435
0.0935,0.03015,-0.00552,0.00291,0.03306,-0.0052,0.0093,-0.01002,0.00175,0.00319,-0.00501
0.094,0.03087,-0.00631,0.00362,0.03539,-0.00645,0.00838,-0.0088,0.00207,0.00293,-0.00564
0.0945,0.03339,-0.00451,0.00338,0.03697,-0.00755,0.00911,-0.00748,0.00303,0.00234,-0.00399
0.095,0.03257,-0.00284,0.00371,0.03783,-0.00774,0.0098,-0.00817,0.00237,0.00204,-0.00466
0.0955,0.03155,-0.00248,0.00275,0.0357,-0.00863,0.00952,-0.01022,0.00219,0.00146,-0.00593
0.096,0.03275,-0.0042,0.00214,0.03431,-0.00933,0.00893,-0.01017,0.00186,0.00213,-0.00598
0.0965,0.03038,-0.00323,0.00272,0.03187,-0.00883,0.00849,-0.01136,0.00181,0.00183,-0.00518
0.097,0.03205,-0.00333,0.00197,0.03416,-0.00967,0.00741,-0.01242,0.00123,0.00243,-0.00624
