Times,XT_Channel_1,XT_Channel_2,XT_Channel_3,XT_Channel_4,XT_Channel_5,XT_Channel_6,XT_Channel_7,XT_Channel_8,XT_Channel_9,XT_Channel_10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0005,0.00063,0.00059,0.00132,0.00014,0.00026,-0.00175,-5e-05,-0.00186,-8e-05,-0.00173
0.001,0.00179,-0.00136,0.0024,-0.00174,0.00055,-0.00145,0.00065,-0.00442,-0.00162,-0.00351
0.0015,0.00228,0.00042,0.00195,-0.0031,0.00184,0.00079,0.00069,-0.00255,-0.00093,-0.00192
0.002,0.00149,0.001,0.00111,-0.00349,0.00098,0.00046,0.00157,-0.00178,-0.00231,-0.0036
0.0025,0.0015,0.00237,4e-05,-0.00276,0.00214,0.00085,0.00247,-0.00031,-0.00145,-0.00341
0.003,0.00115,0.0014,-0.00042,-0.00323,0.0019,5e-05,0.00248,0.00061,-0.0024,-0.00444
0.0035,0.00046,0.00084,-0.0008,-0.0023,0.0032,0.00157,0.00282,0.00055,-0.00289,-0.00401
0.004,0.00117,0.00058,0.00051,-0.0019,0.004,0.00156,0.00213,0.00239,-0.00133,-0.00551
0.0045,0.00017,0.00253,-0.00046,-0.00268,0.0036,0.00273,0.00181,0.00177,-0.00245,-0.00396
0.005,0.0003,0.00276,-0.00087,-0.00275,0.00347,0.00322,0.00208,0.00245,-0.00231,-0.00254
0.0055,0.00053,0.00278,-0.0003,-0.00199,0.00338,0.0011,0.00251,0.0028,-0.00387,-0.00147
0.006,1e-05,0.00295,-0.00078,-0.00274,0.00242,-0.00078,0.0028,0.0021,-0.00403,-0.0028
0.0065,0.00115,0.00168,-0.00054,-0.00248,0.00354,0.00011,0.00185,0.00328,-0.00544,-0.00273
0.007,0.00086,0.00116,0.00011,-0.00266,0.00282,-0.00158,0.0021,0.00214,-0.00375,-0.00115
0.0075,0.00152,0.00134,0.00081,-0.004,0.00377,-0.00314,0.00302,-0.00012,-0.00383,-0.001
0.008,0.00224,0.00209,-0.00036,-0.00419,0.00409,-0.00123,0.0031,-0.00131,-0.00417,-0.00251
0.0085,0.00326,0.00128,0.0005,-0.00435,0.00281,-0.00244,0.00347,0.00015,-0.00261,-0.00068
0.009,0.00214,0.003,0.00064,-0.00551,0.00286,-0.00419,0.00256,-0.0001,-0.00104,-0.00251
0.0095,0.00185,0.00332,0.0012,-0.00418,0.00169,-0.00338,0.00245,-0.00153,-0.00098,-0.00109
0.01,0.00296,0.00388,0.00221,-0.00354,0.00103,-0.00376,0.00163,0.0008,-0.00264,0.00033
0.0105,0.00227,0.00525,0.00128,-0.0053,0.00094,-0.00184,0.00173,0.00259,-0.00138,-0.00139
0.011,0.00204,0.00427,0.0025,-0.00664,0.0013,-0.0036,0.00155,0.00486,0.00026,-0.00044
0.0115,0.00292,0.0056,0.00288,-0.0085,1e-05,-0.005,0.00188,0.0074,0.00113,0.00041
0.012,0.00371,0.00734,0.00417,-0.01018,-2e-05,-0.00353,0.00224,0.00668,0.00013,-0.00161
0.0125,0.00414,0.0071,0.00377,-0.00982,0.00116,-0.00398,0.00165,0.00863,-0.0008,-0.0006
0.013,0.00401,0.00617,0.00443,-0.0119,0.00218,-0.00441,0.00184,0.00973,-0.00157,-0.00074
0.0135,0.00349,0.00474,0.00463,-0.01155,0.00325,-0.00646,0.00196,0.00904,-0.00252,0.00013
0.014,0.0024,0.00478,0.00438,-0.01171,0.00215,-0.00637,0.00284,0.00679,-0.00373,-0.00138
0.0145,0.00193,0.0035,0.0034,-0.01168,0.00282,-0.00781,0.00229,0.00468,-0.00309,-0.00145
0.015,0.00107,0.00426,0.00469,-0.01315,0.00388,-0.00856,0.00155,0.00209,-0.00163,-0.00065
0.0155,0.00145,0.00388,0.00556,-0.0113,0.00352,-0.01019,0.00071,0.00085,-0.003,-0.00165
0.016,0.0009,0.00363,0.00632,-0.01098,0.00327,-0.00906,-8e-05,0.00314,-0.00137,-0.00129
0.0165,0.00038,0.00237,0.00691,-0.01118,0.00395,-0.0079,4e-05,0.00165,-0.00223,-0.00016
0.017,0.00125,0.00428,0.00677,-0.01283,0.00498,-0.00841,0.00035,0.00402,-0.00081,-0.00218
0.0175,0.00227,0.00327,0.0069,-0.01326,0.0044,-0.00842,0.0006,0.00239,0.0001,-0.00042
0.018,0.00186,0.00496,0.00593,-0.01529,0.00554,-0.00719,0.00115,0.00295,-0.00021,-0.0015
0.0185,0.00086,0.0052,0.00473,-0.01629,0.00536,-0.00781,0.00176,0.00094,-0.00088,-0.00205
0.019,0.00125,0.00427,0.00446,-0.01565,0.00602,-0.00924,0.00204,0.00075,-0.00251,-0.0032
0.0195,0.00094,0.00288,0.00578,-0.01421,0.00627,-0.00969,0.00117,-0.00153,-0.00294,-0.00453
0.02,0.00068,0.00222,0.00491,-0.01239,0.00665,-0.00809,0.00028,-0.00014,-0.00294,-0.00481
0.0205,0.0018,0.0042,0.00388,-0.01123,0.00777,-0.00761,1e-05,-0.0021,-0.00303,-0.00327
0.021,0.0008,0.00578,0.00472,-0.01177,0.00819,-0.00777,-0.00035,-0.00454,-0.00368,-0.00529
0.0215,0.00174,0.00505,0.0053,-0.01027,0.00897,-0.00988,0.00049,-0.00593,-0.00241,-0.00551
0.022,0.00231,0.00476,0.00631,-0.01221,0.00924,-0.00771,-0.00011,-0.00631,-0.00099,-0.00478
0.0225,0.00304,0.00564,0.00678,-0.01334,0.00956,-0.00609,-0.00072,-0.00829,-0.00181,-0.00493
0.023,0.00242,0.00535,0.00671,-0.01193,0.00974,-0.00488,-0.00149,-0.00622,-0.00171,-0.00668
0.0235,0.00146,0.00401,0.00637,-0.01373,0.01029,-0.00433,-0.00137,-0.00659,-0.00143,-0.00506
0.024,0.00096,0.0046,0.00532,-0.01191,0.01143,-0.00481,-0.00148,-0.00868,-0.00295,-0.00532
0.0245,0.00136,0.0063,0.00661,-0.01119,0.0108,-0.00517,-0.0024,-0.00717,-0.00384,-0.00726
0.025,0.00102,0.00786,0.00694,-0.00999,0.0111,-0.00455,-0.00232,-0.00516,-0.00493,-0.00772
0.0255,0.00134,0.00646,0.00591,-0.01008,0.01067,-0.00666,-0.00143,-0.00596,-0.00535,-0.00939
0.026,0.00075,0.00825,0.00521,-0.0088,0.01107,-0.00528,-0.00219,-0.00669,-0.00421,-0.00997
0.0265,0.00106,0.00697,0.0042,-0.00709,0.01088,-0.00712,-0.00293,-0.0074,-0.0036,-0.01167
0.027,0.00075,0.00634,0.0029,-0.00823,0.01212,-0.00889,-0.00276,-0.00618,-0.00483,-0.01223
0.0275,0.00074,0.00643,0.00247,-0.00962,0.01199,-0.01056,-0.00254,-0.00695,-0.00545,-0.01274
0.028,0.00143,0.00466,0.00241,-0.00893,0.01252,-0.01232,-0.00269,-0.00771,-0.00547,-0.01456
0.0285,0.00135,0.00404,0.00282,-0.01058,0.01245,-0.01404,-0.002,-0.00539,-0.00523,-0.01587
