0.000682,7
0.000842,2
0.001492,4
0.002411,9
0.002696,12
0.003105,3
0.004045,10
0.004778,9
0.005087,16
0.005414,14
0.005956,4
0.006771,1
0.007709,9
0.008121,4
0.008555,13
0.009489,15
0.010151,2
0.010427,8
0.011300,5
0.012081,5
0.012185,9
0.012886,13
0.013119,8
0.014064,2
0.014430,4
0.015035,9
0.015163,16
0.015888,6
0.015992,8
0.016955,9
0.017221,14
0.017485,2
0.017636,14
0.018340,3
0.018629,15
0.019091,12
0.019282,6
0.019740,2
0.019941,4
0.020098,11
0.020478,9
0.020667,14
0.020805,5
0.021581,12
0.021969,8
0.022908,9
0.023810,10
0.024004,6
0.024212,2
0.024940,9
0.025537,3
0.026514,14
0.027462,11
0.028269,9
0.029257,7
0.029894,4
0.030388,16
0.030750,5
0.031311,14
0.031679,7
0.032137,12
0.032753,6
0.033469,14
0.034395,8
0.035098,16
0.035661,13
0.036305,15
0.036787,15
0.037754,8
0.038490,3
0.038833,5
0.039445,9
0.040185,16
0.040768,7
0.040913,15
0.041448,11
0.042021,9
0.042518,1
0.043159,5
0.043960,1
0.044711,13
0.044932,12
0.045118,12
0.045764,11
0.046380,13
0.046717,12
0.046997,4
0.047180,7
0.047750,8
0.048385,6
0.049078,14
0.049740,4
0.050302,4
0.051013,9
0.051303,6
0.051984,1
0.052840,14
0.053602,1
0.053932,2
0.054418,2
0.055211,15
0.055324,14
0.056228,3
0.056955,4
0.057913,15
0.058862,5
0.059817,14
0.060054,2
0.060636,10
0.061301,16
0.062244,6
0.062897,10
0.063211,9
0.063525,10
0.064520,16
0.064876,13
0.065778,12
0.066388,9
0.066495,3
0.066732,4
0.067513,9
0.068248,2
0.069159,5
0.069883,14
0.070583,8
0.070739,2
0.071611,7
0.072081,2
0.072803,7
0.073539,3
0.074430,11
0.075421,2
0.075679,13
0.076564,16
0.077121,9
0.078074,5
0.078263,11
0.078430,12
0.079053,1
0.079540,16
0.080102,12
0.080258,7
0.080536,13
0.081366,11
0.081523,10
0.082335,6
0.082827,6
0.082950,16
0.083585,2
0.084529,14
0.084823,1
0.085655,9
0.085773,5
0.086730,5
0.086900,2
0.087377,13
0.088214,10
0.089086,13
0.089531,5
0.089800,4
0.090237,5
0.090834,7
0.091187,4
0.091992,10
0.092909,12
0.093476,12
0.093598,7
0.094502,13
0.094953,1
0.095516,11
0.096417,6
0.096552,14
0.097298,9
0.098072,2
0.099018,8
0.099793,6
0.100161,8
0.100675,16
0.101430,5
0.102317,6
0.103189,16
0.103711,7
0.104584,12
0.104948,4
0.105392,8
0.106192,14
0.106948,16
0.107183,16
0.108095,3
0.109026,14
0.110004,11
0.110418,15
0.110665,13
0.111310,12
0.111633,12
0.111947,14
0.112925,1
0.113236,4
0.113494,12
0.113719,1
0.114201,8
0.115195,9
0.115765,1
0.116734,12
0.117500,11
0.118021,2
0.118903,6
0.119810,3
0.120470,5
0.121378,16
0.121547,2
0.121801,15
0.122232,6
0.122350,13
0.123245,14
0.124218,5
0.125121,15
0.125304,9
0.126012,14
0.126159,14
0.127149,10
0.127882,8
0.128315,3
0.129083,13
0.129410,2
0.129754,2
0.130105,8
0.131037,13
0.131619,10
0.132230,4
0.132432,10
0.132645,9
0.133533,3
0.134453,3
0.134704,3
0.135504,14
0.135733,9
0.136660,15
0.137171,3
0.138167,12
0.139154,1
0.139498,5
0.139965,1
0.140897,8
0.141289,16
0.141774,2
0.142766,16
0.143446,6
0.143959,4
0.144306,9
0.145209,6
0.145426,13
0.145734,5
0.146433,16
0.147064,16
0.147752,6
0.148197,14
0.149100,6
0.149595,9
0.150038,3
0.150749,11
0.150975,2
0.151888,2
0.152046,6
0.152529,3
0.153348,10
0.153687,14
0.154426,5
0.154667,12
0.155311,13
0.156300,12
0.156758,3
0.157470,16
0.157660,2
0.158606,9
0.158859,5
0.159223,2
0.159666,14
0.159770,7
0.160376,16
0.160732,13
0.160919,1
0.161296,11
0.161420,14
0.161963,15
0.162327,7
0.162757,16
0.162921,10
0.163911,5
0.164615,5
0.164870,13
0.165633,12
0.165736,14
0.165872,7
0.166430,11
0.167172,5
0.167548,5
0.168415,15
0.168579,12
0.168737,5
0.168905,12
0.169501,4
0.170330,12
0.171036,6
0.171899,5
0.172301,16
0.172549,1
0.173020,5
0.173754,13
0.174368,2
0.174898,14
0.175864,11
0.176495,5
0.177193,12
0.177848,12
0.178185,14
0.178733,12
0.179091,7
0.180019,14
0.180828,5
0.181126,15
0.181644,14
0.182166,8
0.182343,3
0.183182,4
0.183386,11
0.184161,11
0.184855,4
0.185321,8
0.185845,2
0.185957,8
0.186087,6
0.186491,3
0.186916,2
0.187277,6
0.187517,15
0.187894,15
0.188388,9
0.188516,4
0.189274,4
0.189767,2
0.190104,12
0.190394,15
0.190683,12
0.191247,3
0.191396,6
0.191750,5
0.192203,11
0.192670,11
0.193614,8
0.194473,9
0.194799,7
0.195399,3
0.195819,15
0.196005,1
0.196444,11
0.196553,1
0.197549,2
0.198016,4
0.198468,10
0.199096,8
0.199904,2
0.200183,6
0.200738,2
0.201561,1
0.202177,2
0.202426,3
0.203334,6
0.203614,4
0.203967,4
0.204132,3
0.204445,11
0.205215,9
0.205939,12
0.206648,15
0.207507,9
0.207933,15
0.208893,5
0.209082,2
0.209698,13
0.209850,6
0.210096,14
0.210817,11
0.211102,8
0.211536,4
0.212483,6
0.212657,6
0.213504,16
0.214165,8
0.214645,16
0.214841,13
0.215449,7
0.216269,12
0.216633,8
0.216776,4
0.217775,8
0.218423,16
0.219154,10
0.220021,16
0.220499,8
0.220748,13
0.221219,12
0.222166,3
0.222944,2
0.223467,13
0.223726,7
0.224595,16
0.225111,9
0.225873,7
0.226098,10
0.226869,3
0.227615,5
0.228082,6
0.228558,5
0.229308,16
0.229812,3
0.229975,11
0.230844,15
0.231085,3
0.231269,7
0.231383,4
0.231600,6
0.232109,14
0.233058,6
0.233941,10
0.234390,13
0.235214,16
0.235971,16
0.236787,9
0.237493,3
0.237677,8
0.237905,14
0.238823,2
0.239797,8
0.240692,16
0.241676,7
0.242514,2
0.242669,15
0.243513,7
0.244151,9
0.245038,13
0.245461,15
0.246234,15
0.246837,12
0.247491,1
0.248263,2
0.248904,2
0.249030,4
0.249785,5
0.250766,5
0.251199,1
0.251556,7
0.251752,8
0.252064,1
0.252850,6
0.253745,16
0.254157,6
0.255068,1
0.255739,6
0.255878,11
0.256120,5
0.256458,12
0.257301,3
0.257807,14
0.258304,6
0.258777,10
0.259716,15
0.260566,3
0.261128,10
0.262040,16
0.262922,14
0.263918,9
0.264200,2
0.265177,10
0.265895,3
0.266136,15
0.266526,12
0.267507,5
0.268341,1
0.269192,15
0.269802,4
0.270164,15
0.271011,4
0.271774,6
0.272463,16
0.273444,6
0.273922,14
0.274300,8
0.274779,9
0.275210,10
0.276095,12
0.277029,8
0.277424,11
0.278285,7
0.278810,6
0.279299,9
0.280009,8
0.280968,14
0.281746,11
0.282032,4
0.282991,10
0.283734,1
0.284019,6
0.284624,10
0.285350,6
0.286072,12
0.286489,9
0.287345,12
0.287479,4
0.288411,2
0.288876,12
0.289183,13
0.289983,16
0.290496,12
0.290874,7
0.291685,12
0.292596,10
0.293311,11
0.293840,8
0.294811,5
0.295340,5
0.295913,10
0.296700,11
0.297320,11
0.298142,12
0.298585,9
0.299570,3
0.299671,1
0.300050,12
0.300923,12
0.301667,6
0.301991,7
0.302491,1
0.303293,10
0.303644,7
0.303864,5
0.304528,9
0.304883,16
0.305141,9
0.305968,4
0.306542,9
0.306970,3
0.307901,2
0.308194,14
0.308347,9
0.309264,15
0.309987,5
0.310357,15
0.310912,15
0.311883,3
0.312085,7
0.312993,14
0.313586,15
0.314227,11
0.314414,8
0.315047,10
0.315378,15
0.316258,2
0.316604,5
0.317562,9
0.317693,14
0.318273,16
0.319268,7
0.319952,8
0.320591,5
0.321342,1
0.322159,13
0.322767,15
0.323620,14
0.323933,12
0.324702,14
0.325417,7
0.325575,4
0.326566,9
0.327196,11
0.327468,16
0.328325,4
0.329249,12
0.329568,15
0.329790,5
0.330190,4
0.330793,14
0.331199,13
0.331464,10
0.332189,1
0.333040,7
0.333561,11
0.334148,13
0.334795,6
0.335760,2
0.336044,9
0.336371,15
0.336581,15
0.337552,14
0.338023,16
0.338636,14
0.339514,8
0.340183,6
0.340596,14
0.341080,9
0.342003,10
0.342906,3
0.343200,4
0.343811,4
0.344243,16
0.344552,2
0.344722,11
0.345270,8
0.346193,12
0.346529,10
0.346932,3
0.347469,14
0.348380,7
0.348561,2
0.348858,5
0.349669,9
0.350574,9
0.351433,11
0.352242,9
0.353130,14
0.353654,4
0.354626,2
0.355153,6
0.355586,14
0.356069,4
0.356617,13
0.357148,5
0.357914,12
0.358626,16
0.358906,8
0.359239,14
0.359391,16
0.359794,5
0.359919,8
0.360648,3
0.360834,2
0.361255,16
0.362203,6
0.363168,4
0.364097,7
0.364970,4
0.365562,5
0.365763,12
0.365906,3
0.366540,15
0.366644,12
0.367538,4
0.368195,11
0.369093,14
0.369239,15
0.369875,13
0.370310,1
0.370779,2
0.371214,9
0.371767,9
0.371886,3
0.372170,14
0.372478,8
0.372674,1
0.373509,15
0.373875,12
0.374608,11
0.375337,14
0.375862,2
0.376726,7
0.377439,7
0.377967,9
0.378399,6
0.378697,11
0.379437,2
0.379911,5
0.380567,11
0.381125,4
0.381828,14
0.382568,14
0.382772,2
0.383750,9
0.384656,15
0.384774,9
0.385504,1
0.386430,13
0.386966,14
0.387492,16
0.387808,11
0.388098,15
0.388642,3
0.388872,5
0.389184,7
0.389823,12
0.390540,3
0.391165,8
0.392142,6
0.392247,12
0.392788,12
0.393219,1
0.393722,7
0.394257,5
0.394500,15
0.394802,6
0.395102,8
0.395809,4
0.396687,6
0.397452,14
0.397925,14
0.398316,3
0.399186,4
0.399768,4
0.399887,10
0.400878,9
0.401270,7
0.402092,8
0.402817,6
0.403783,13
0.404729,7
0.404893,2
0.405324,7
0.405886,11
0.406263,12
0.406599,10
0.407311,7
0.407459,7
0.408436,6
0.409078,12
0.409627,4
0.409860,9
0.410697,3
0.411494,1
0.412476,7
0.413296,2
0.413459,14
0.414191,2
0.414364,15
0.414604,5
0.415211,14
0.415346,2
0.416122,2
0.416856,15
0.417629,7
0.418101,2
0.418466,14
0.418936,3
0.419845,9
0.420508,11
0.421475,1
0.422259,13
0.423147,16
0.423940,2
0.424121,9
0.424927,5
0.425406,10
0.426112,10
0.426262,13
0.427148,12
0.427735,7
0.428324,3
0.429144,11
0.429321,10
0.430067,8
0.430986,3
0.431841,11
0.432301,7
0.432990,14
0.433458,13
0.433620,5
0.433918,10
0.434195,1
0.434809,10
0.435496,7
0.436141,6
0.436347,7
0.436546,6
0.436806,8
0.437613,8
0.438491,14
0.439432,2
0.439534,2
0.440456,13
0.441071,3
0.441833,2
0.442331,1
0.443322,5
0.443586,15
0.444362,6
0.444739,13
0.445539,16
0.446453,13
0.447228,12
0.448108,8
0.448340,7
0.449235,5
0.449749,6
0.449917,7
0.450636,2
0.451285,16
0.451827,9
0.452218,15
0.452718,12
0.453617,5
0.454393,7
0.455354,15
0.455465,11
0.456290,15
0.456615,12
0.457513,8
0.458366,3
0.458569,5
0.459194,10
0.460001,1
0.460109,7
0.460660,3
0.461093,9
0.461266,7
0.461935,13
0.462094,4
0.462243,1
0.463192,6
0.463803,11
0.464791,14
0.465440,14
0.466231,9
0.467215,4
0.467405,16
0.467527,3
0.468167,4
0.469031,14
0.469642,5
0.470389,12
0.471007,16
0.471742,8
0.472333,1
0.472508,2
0.473379,3
0.474291,6
0.474968,13
0.475486,3
0.475996,4
0.476939,2
0.477909,7
0.478503,8
0.478982,4
0.479682,15
0.479790,5
0.480351,4
0.481095,1
0.482022,4
0.482781,15
0.483748,6
0.484041,15
0.484761,10
0.485207,2
0.485486,5
0.486330,3
0.486864,11
0.487307,11
0.487669,15
0.488664,3
0.489266,16
0.489944,12
0.490524,7
0.490908,8
0.491358,5
0.492274,7
0.492454,14
0.492911,4
0.493509,4
0.493801,11
0.494051,12
0.494347,10
0.494832,1
0.495294,11
0.495642,9
0.496501,13
0.497398,9
0.498189,5
0.498511,3
0.499222,8
0.500059,12
0.500643,4
0.501456,7
0.502358,7
0.502874,14
0.503490,14
0.503840,5
0.504613,2
0.505121,7
0.505689,14
0.506253,16
0.506526,7
0.506684,13
0.506814,14
0.507129,3
0.507698,12
0.508667,15
0.509573,16
0.510023,10
0.510181,7
0.510882,1
0.511245,14
0.511650,12
0.511782,16
0.512768,13
0.513374,15
0.514285,5
0.514923,11
0.515492,2
0.515814,2
0.516342,7
0.517045,5
0.517347,1
0.518204,15
0.518969,4
0.519750,4
0.520640,6
0.521112,11
0.521400,16
0.521593,7
0.521715,5
0.522063,2
0.522351,5
0.523079,14
0.524040,6
0.524503,8
0.524731,9
0.525120,16
0.525477,13
0.526456,6
0.527305,4
0.527559,11
0.528218,7
0.528810,1
0.528961,2
0.529175,15
0.529995,7
0.530424,2
0.530698,11
0.531044,4
0.531471,10
0.531979,16
0.532685,9
0.533195,14
0.533968,7
0.534369,12
0.535340,1
0.535463,2
0.535829,6
0.536284,13
0.536540,9
0.537339,6
0.537812,11
0.538008,11
0.538993,4
0.539174,13
0.539977,3
0.540893,4
0.541344,13
0.541869,16
0.542426,16
0.543260,9
0.543792,2
0.543959,5
0.544202,15
0.544393,16
0.544890,4
0.545820,16
0.546183,8
0.546486,1
0.547300,15
0.547601,2
0.547764,5
0.548210,7
0.548417,16
0.548880,11
0.549598,1
0.550067,9
0.550925,16
0.551205,14
0.551807,16
0.552575,14
0.553284,11
0.553767,8
0.554087,13
0.555047,7
0.555214,4
0.555617,2
0.556135,9
0.556395,15
0.557271,16
0.557641,11
0.558618,6
0.559138,10
0.560084,2
0.560789,14
0.561751,2
0.562725,4
0.563106,5
0.564024,11
0.564662,13
0.565020,10
0.565342,7
0.566017,12
0.566254,15
0.566885,10
0.567583,11
0.567933,10
0.568647,12
0.569292,3
0.569588,1
0.570334,9
0.571045,4
0.571307,14
0.571412,2
0.572063,11
0.572998,16
0.573407,7
0.573830,6
0.574715,12
0.575284,8
0.576271,5
0.576417,14
0.576886,5
0.577056,12
0.577630,12
0.578145,9
0.578980,6
0.579466,9
0.579835,8
0.580193,1
0.580409,16
0.580551,3
0.581009,16
0.581153,14
